SAMEA2621155_1668496_7	246969.TAM4_1436	8.9e-152	499.8	ACSA	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0015977,GO:0016874,GO:0016877,GO:0016878,GO:0043427,GO:0043955,GO:0044710,GO:0071704	K01895,K14467,K15018		arNOG[11]	0KRI7@eurNOG,COG0365@NOG,arCOG01529@arNOG	arCOG01529|6.25061175138e-197|656.883361816	I	synthetase
SAMEA2621155_2236281_3	246969.TAM4_1436	5.2e-155	510.5	ACSA	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0015977,GO:0016874,GO:0016877,GO:0016878,GO:0043427,GO:0043955,GO:0044710,GO:0071704	K01895,K14467,K15018		arNOG[11]	0KRI7@eurNOG,COG0365@NOG,arCOG01529@arNOG	arCOG01529|4.8768052731e-202|673.739746094	I	synthetase
SAMEA2621155_98458_12	634498.mru_0164	4.2e-93	305.4	SRP54	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K03106		arNOG[11]	0KR9C@eurNOG,0WR8F@metNOG,COG0541@NOG,arCOG01228@arNOG	arCOG01228|1.4727573295e-116|390.875610352	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY (By similarity)
SAMEA2591098_31178_22	521011.Mpal_1279	3e-80	260.7					arNOG[11]	COG2303@NOG,arCOG02232@arNOG	arCOG02232|1.64963181477e-32|103.813285828	E	glucose-methanol-choline oxidoreductase
SAMEA2622568_61469_1	273075.Ta0421	4.6e-119	391.6	ACSA	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0015977,GO:0016874,GO:0016877,GO:0016878,GO:0043427,GO:0043955,GO:0044710,GO:0071704	K01895,K14467,K15018		arNOG[11]	0KRI7@eurNOG,1CCK9@theNOG,COG0365@NOG,arCOG01529@arNOG	arCOG01529|1.24751588522e-155|520.46081543	I	synthetase
SAMEA2622478_1634282_16	186497.PF0718	9.3e-43	135.1					arNOG[11]	0KSHR@eurNOG,11HFE@NOG,arCOG06481@arNOG	0KSHR|1.158509201e-51|176.799560547	S	NA
SAMEA2622478_2884049_8	246969.TAM4_1436	1.2e-149	492.7	ACSA	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0015977,GO:0016874,GO:0016877,GO:0016878,GO:0043427,GO:0043955,GO:0044710,GO:0071704	K01895,K14467,K15018		arNOG[11]	0KRI7@eurNOG,COG0365@NOG,arCOG01529@arNOG	arCOG01529|6.29356780163e-197|656.869689941	I	synthetase
SAMEA2622478_784896_6	797209.ZOD2009_18095	6.3e-165	540.2	THRS	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01868		arNOG[11]	0KRJ9@eurNOG,0RFXQ@halNOG,COG0441@NOG,arCOG00401@arNOG	0RFXQ|9.83505932898e-185|616.856628418	J	Threonyl-tRNA synthetase
SAMEA2620570_2349695_5	391623.TERMP_00982	6.6e-27	87.0	DRG		K06944		arNOG[11]	0KRHX@eurNOG,1CEH6@thermNOG,COG1163@NOG,arCOG00358@arNOG	0KRHX|2.49757173489e-26|90.0330200195	S	GTP-binding protein
SAMEA2620570_2523411_8	436308.Nmar_0348	2.1e-193	637.6	RPOA1		K03041		arNOG[11]	02UA2@arNOG,1CBSR@thaNOG,COG0086@NOG,arCOG04257@arNOG	arCOG04257|6.21722860313e-240|790.594299316	K	DNA-directed RNA polymerase, subunit a'
SAMEA2621221_1194624_4	274854.MG2_1360	9.1e-128	418.2			K05592,K11927		arNOG[11]	0KRX9@eurNOG,COG0513@NOG,arCOG00558@arNOG	0KRX9|2.01697604235e-147|493.316955566	L	dead deah box helicase domain protein
SAMEA2621221_2388300_7	259564.Mbur_1814	4.3e-79	256.9	FOLD		K01491	MTHFC,MTHFD2i	arNOG[11]	0KS07@eurNOG,0WKQU@methaNOG,COG0190@NOG,arCOG04538@arNOG	arCOG04538|1.00157845373e-102|344.341217041	H	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate (By similarity)
SAMEA2620756_1071958_6	274854.MG2_0056	2.1e-99	321.9	RIMK		K05844		arNOG[11]	0KSD0@eurNOG,COG0189@NOG,arCOG01589@arNOG	0KSD0|8.58500718008e-101|337.932037354	H	ribosomal protein S6 modification protein
SAMEA2620756_77093_48	456320.Mvol_0209	2.2e-50	162.5	GYY_06390		K00615		arNOG[11]	0KRYZ@eurNOG,COG3958@NOG,arCOG01051@arNOG	0KRYZ|6.83627513431e-61|206.81060791	G	Transketolase
SAMEA2623868_3012728_14	644295.Metev_0741	6.8e-111	363.3	PURA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01939	ADSS	arNOG[11]	0KREU@eurNOG,0WK8W@methaNOG,COG0104@NOG,arCOG04387@arNOG	0KREU|1.23505283667e-150|503.389282227	F	Plays an important role in the de novo pathway of purine nucleotide biosynthesis
SAMEA2623275_2099480_8	274854.MG2_0927	6.4e-66	212.1	THYA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K00560	DHFS,TMDS	arNOG[11]	0KVHJ@eurNOG,COG0207@NOG,arCOG03214@arNOG	0KVHJ|2.9723239703e-49|161.565139771	F	thymidylate synthase (EC 2.1.1.45)
SAMEA2623275_91194_15	1110509.Mhar_1111	2e-22	68.3					arNOG[11]	0KY46@eurNOG,COG4870@NOG,arCOG03607@arNOG	0KY46|7.4512551834e-36|124.739593506	O	peptidase C1A, papain
SAMEA2620979_1030259_8	192952.MM_2505	9.3e-169	554.2	DNAK		K04043		arNOG[11]	0KRG8@eurNOG,0WK7W@methaNOG,COG0443@NOG,arCOG03060@arNOG	0KRG8|4.47229559976e-208|685.439697266	O	Acts as a chaperone (By similarity)
