SAMEA2623673_1363681_2	-	406	graftmFCs2LH.aln	-	246	1.3e-78	273.1	1.2	1	1	3.3e-82	1.5e-78	272.9	1.2	2	246	25	402	24	402	0.91
SAMEA2622837_2096723_10	-	290	graftmFCs2LH.aln	-	246	2.7e-68	239.3	20.8	1	1	6.9e-72	3.1e-68	239.1	20.8	3	246	40	286	38	286	0.96
SAMEA2619907_2329181_24	-	260	graftmFCs2LH.aln	-	246	1.5e-67	236.8	19.0	1	1	4.2e-71	1.9e-67	236.5	19.0	4	246	11	256	9	256	0.96
SAMEA2623756_980485_2	-	267	graftmFCs2LH.aln	-	246	7.5e-67	234.5	16.4	1	1	1.9e-70	8.5e-67	234.4	16.4	4	246	20	263	17	263	0.97
SAMEA2619952_461955_3	-	267	graftmFCs2LH.aln	-	246	1.1e-66	234.0	17.3	1	1	2.7e-70	1.2e-66	233.9	17.3	3	246	4	263	2	263	0.95
SAMEA2591057_732871_14	-	267	graftmFCs2LH.aln	-	246	2.1e-66	233.1	14.7	1	1	5.2e-70	2.3e-66	232.9	14.7	3	246	4	263	2	263	0.95
SAMEA2619667_19289_5	-	275	graftmFCs2LH.aln	-	246	3.1e-66	232.5	16.0	1	1	7.8e-70	3.5e-66	232.4	16.0	3	246	12	271	10	271	0.95
SAMEA2619376_4869_1	-	298	graftmFCs2LH.aln	-	246	6e-66	231.6	14.6	1	1	1.7e-69	7.4e-66	231.3	14.6	4	246	51	293	49	293	0.96
SAMEA2619907_1284327_6	-	260	graftmFCs2LH.aln	-	246	1.1e-65	230.8	14.3	1	1	2.7e-69	1.2e-65	230.6	14.3	3	246	10	256	8	256	0.97
SAMEA2619678_696483_6	-	266	graftmFCs2LH.aln	-	246	1.3e-65	230.5	8.8	1	1	3.3e-69	1.5e-65	230.3	8.8	3	246	17	263	15	263	0.97
SAMEA2619782_13961_6	-	267	graftmFCs2LH.aln	-	246	2e-65	229.9	16.5	1	1	5e-69	2.2e-65	229.7	16.5	3	246	4	263	2	263	0.96
SAMEA2621155_2100246_2	-	255	graftmFCs2LH.aln	-	246	4.8e-65	228.6	18.3	1	1	1.2e-68	5.4e-65	228.5	18.3	3	246	9	250	7	250	0.97
SAMEA2623098_3712549_1	-	267	graftmFCs2LH.aln	-	246	2e-64	226.6	17.9	1	1	5.1e-68	2.3e-64	226.4	17.9	5	245	24	267	20	267	0.97
SAMEA2620995_3043124_4	-	275	graftmFCs2LH.aln	-	246	2.1e-64	226.6	17.1	1	1	5.9e-68	2.6e-64	226.2	17.1	5	246	31	271	28	271	0.97
SAMEA2621232_2183561_10	-	258	graftmFCs2LH.aln	-	246	2.1e-63	223.2	9.7	1	1	5.3e-67	2.4e-63	223.1	9.7	5	246	14	255	10	255	0.96
SAMEA2620035_761221_2	-	235	graftmFCs2LH.aln	-	246	3.3e-63	222.6	16.2	1	1	8.2e-67	3.7e-63	222.5	16.2	14	246	1	232	1	232	0.96
SAMEA2621779_1732751_1	-	334	graftmFCs2LH.aln	-	246	4.7e-63	222.1	1.1	1	1	1.2e-66	5.4e-63	221.9	1.1	5	245	28	329	24	330	0.92
SAMEA2621075_1406407_2	-	330	graftmFCs2LH.aln	-	246	7.1e-63	221.5	11.3	1	1	1.8e-66	8.2e-63	221.3	11.3	3	245	33	319	31	320	0.89
SAMEA2622837_1795024_3	-	253	graftmFCs2LH.aln	-	246	8.4e-63	221.3	15.8	1	1	2.1e-66	9.3e-63	221.1	15.8	14	246	1	249	1	249	0.95
SAMEA2622823_939848_22	-	258	graftmFCs2LH.aln	-	246	1.6e-62	220.4	12.2	1	1	4.3e-66	1.9e-62	220.1	12.2	4	246	11	252	9	252	0.97
SAMEA2619667_60_81	-	252	graftmFCs2LH.aln	-	246	5e-62	218.8	12.5	1	1	1.2e-65	5.5e-62	218.6	12.5	3	245	4	248	2	249	0.96
SAMEA2623673_2790426_8	-	455	graftmFCs2LH.aln	-	246	8.4e-62	218.0	1.2	1	1	2.6e-65	1.1e-61	217.6	1.2	7	246	44	451	39	451	0.88
SAMEA2623649_471313_5	-	304	graftmFCs2LH.aln	-	246	1.2e-61	217.5	11.6	1	1	3e-65	1.4e-61	217.3	11.6	5	246	60	301	56	301	0.95
SAMEA2623627_1803790_8	-	252	graftmFCs2LH.aln	-	246	1.2e-61	217.5	10.3	1	1	3.1e-65	1.4e-61	217.3	10.3	3	246	4	249	2	249	0.95
SAMEA2619818_53776_4	-	273	graftmFCs2LH.aln	-	246	1.9e-61	216.9	11.9	1	1	4.7e-65	2.1e-61	216.7	11.9	3	245	25	269	23	270	0.95
SAMEA2623756_3130992_3	-	255	graftmFCs2LH.aln	-	246	3.2e-61	216.1	18.9	1	1	8e-65	3.6e-61	216.0	18.9	5	246	12	251	8	251	0.97
SAMEA2619879_770754_10	-	278	graftmFCs2LH.aln	-	246	3.6e-61	215.9	19.8	1	1	9e-65	4e-61	215.8	19.8	5	245	17	273	13	274	0.93
SAMEA2621242_1307226_86	-	261	graftmFCs2LH.aln	-	246	3.9e-59	209.3	7.4	1	1	9.9e-63	4.4e-59	209.1	7.4	4	245	19	257	16	258	0.96
SAMEA2619548_526558_7	-	381	graftmFCs2LH.aln	-	246	4.2e-59	209.2	13.8	1	1	1.1e-62	4.9e-59	208.9	13.8	3	245	73	365	71	366	0.94
SAMEA2619782_18560_9	-	252	graftmFCs2LH.aln	-	246	4.8e-59	209.0	13.6	1	1	1.3e-62	5.6e-59	208.8	13.6	6	245	7	248	3	249	0.95
SAMEA2620666_6524_6	-	268	graftmFCs2LH.aln	-	246	1.3e-58	207.6	8.1	1	1	3.3e-62	1.5e-58	207.4	8.1	4	245	26	264	23	265	0.95
SAMEA2620081_1776017_4	-	253	graftmFCs2LH.aln	-	246	6.8e-58	205.2	10.1	1	1	1.7e-61	7.7e-58	205.0	10.1	3	245	10	249	8	250	0.96
SAMEA2621536_1796564_8	-	348	graftmFCs2LH.aln	-	246	2.5e-57	203.4	11.1	1	1	7.3e-61	3.2e-57	203.0	11.1	4	245	63	336	61	337	0.93
SAMEA2619857_391591_11	-	289	graftmFCs2LH.aln	-	246	4.1e-57	202.6	9.2	1	1	1.1e-60	4.7e-57	202.5	9.2	3	244	9	279	7	281	0.89
SAMEA2623673_3000060_20	-	271	graftmFCs2LH.aln	-	246	4.4e-56	199.3	3.3	1	1	1.1e-59	5e-56	199.1	3.3	17	245	1	259	1	260	0.94
SAMEA2619548_337353_3	-	349	graftmFCs2LH.aln	-	246	1e-55	198.1	11.4	1	1	2.7e-59	1.2e-55	197.9	11.4	3	245	38	330	36	331	0.92
SAMEA2620980_769391_30	-	253	graftmFCs2LH.aln	-	246	1.1e-55	198.0	10.0	1	1	3e-59	1.3e-55	197.7	10.0	4	245	9	247	7	248	0.95
SAMEA2622316_2293221_27	-	371	graftmFCs2LH.aln	-	246	2.1e-55	197.1	3.1	1	1	6.3e-59	2.8e-55	196.6	3.1	9	245	51	364	46	365	0.93
SAMEA2623426_1027111_7	-	253	graftmFCs2LH.aln	-	246	2.3e-55	196.9	16.0	1	1	5.9e-59	2.6e-55	196.8	16.0	5	245	2	249	1	250	0.94
SAMEA2591108_1566718_8	-	344	graftmFCs2LH.aln	-	246	4.3e-55	196.0	2.0	1	1	1.5e-58	6.7e-55	195.4	2.0	4	245	5	336	3	337	0.91
SAMEA2620081_976445_2	-	258	graftmFCs2LH.aln	-	246	4.6e-55	196.0	23.2	1	1	1.2e-58	5.2e-55	195.8	23.2	4	245	10	251	7	252	0.92
SAMEA2619399_340071_35	-	268	graftmFCs2LH.aln	-	246	1.3e-54	194.5	13.0	1	1	3.2e-58	1.4e-54	194.3	13.0	14	245	1	255	1	256	0.95
SAMEA2620979_779177_31	-	314	graftmFCs2LH.aln	-	246	1.3e-54	194.4	11.0	1	1	3.4e-58	1.5e-54	194.3	11.0	4	245	23	306	20	307	0.90
SAMEA2623426_536471_4	-	276	graftmFCs2LH.aln	-	246	1.7e-54	194.1	11.0	1	1	4.3e-58	1.9e-54	193.9	11.0	2	245	13	271	12	272	0.92
SAMEA2621221_1852282_5	-	349	graftmFCs2LH.aln	-	246	1.7e-54	194.1	12.4	1	1	4.6e-58	2e-54	193.8	12.4	3	245	38	330	36	331	0.91
SAMEA2623756_1300214_4	-	209	graftmFCs2LH.aln	-	246	2.1e-54	193.8	19.8	1	1	5.6e-58	2.5e-54	193.5	19.8	47	246	11	204	3	204	0.97
SAMEA2621216_1008619_7	-	322	graftmFCs2LH.aln	-	246	4.9e-54	192.6	3.5	1	1	1.3e-57	5.9e-54	192.3	3.5	9	245	25	317	18	318	0.90
SAMEA2621812_1111157_17	-	353	graftmFCs2LH.aln	-	246	5.4e-54	192.4	1.8	1	1	2.8e-57	1.2e-53	191.3	1.8	6	245	3	345	1	346	0.90
SAMEA2621990_1836470_4	-	334	graftmFCs2LH.aln	-	246	7.1e-54	192.1	7.3	1	1	1.8e-57	8.2e-54	191.8	7.3	5	245	32	329	28	330	0.92
SAMEA2622219_2273633_9	-	355	graftmFCs2LH.aln	-	246	1.4e-53	191.1	1.7	1	1	5.1e-57	2.3e-53	190.4	1.7	4	245	12	347	9	348	0.91
SAMEA2619548_271141_2	-	348	graftmFCs2LH.aln	-	246	1.5e-53	190.9	15.5	1	1	4.1e-57	1.8e-53	190.7	15.5	3	245	38	329	36	330	0.88
SAMEA2623275_899171_8	-	315	graftmFCs2LH.aln	-	246	1.9e-53	190.7	13.4	1	1	5e-57	2.2e-53	190.4	13.4	6	245	25	307	21	308	0.90
SAMEA2622097_198419_8	-	299	graftmFCs2LH.aln	-	246	3.2e-53	189.9	6.4	1	1	8e-57	3.5e-53	189.8	6.4	5	245	16	293	12	294	0.89
SAMEA2619857_124935_7	-	301	graftmFCs2LH.aln	-	246	4.2e-53	189.5	9.6	1	1	1.1e-56	4.8e-53	189.3	9.6	4	245	16	295	13	296	0.90
SAMEA2621021_2229152_2	-	218	graftmFCs2LH.aln	-	246	6.7e-53	188.9	6.2	1	1	1.7e-56	7.5e-53	188.7	6.2	80	246	3	214	1	214	0.89
SAMEA2619548_82552_6	-	353	graftmFCs2LH.aln	-	246	9.7e-53	188.3	18.8	1	1	2.5e-56	1.1e-52	188.1	18.8	3	245	34	333	32	334	0.87
SAMEA2622316_686588_6	-	369	graftmFCs2LH.aln	-	246	2.5e-52	187.0	1.1	1	1	7.7e-56	3.4e-52	186.5	1.1	8	245	47	362	43	363	0.91
SAMEA2623350_1460445_15	-	339	graftmFCs2LH.aln	-	246	2.7e-52	186.9	20.2	1	1	7.2e-56	3.2e-52	186.6	20.2	4	245	41	316	38	317	0.90
SAMEA2619766_24392_4	-	290	graftmFCs2LH.aln	-	246	2.8e-52	186.8	8.5	1	1	7.9e-56	3.5e-52	186.5	8.5	9	245	13	285	7	286	0.90
SAMEA2621260_1195539_40	-	290	graftmFCs2LH.aln	-	246	3.5e-52	186.5	7.7	1	1	8.9e-56	3.9e-52	186.3	7.7	6	245	10	285	5	286	0.89
SAMEA2622219_346755_12	-	381	graftmFCs2LH.aln	-	246	3.6e-52	186.5	1.7	1	1	1.1e-55	4.8e-52	186.1	1.7	5	245	31	376	28	377	0.93
SAMEA2622842_2143320_2	-	287	graftmFCs2LH.aln	-	246	3.7e-52	186.4	12.1	1	1	9.5e-56	4.2e-52	186.2	12.1	4	245	6	281	3	282	0.90
SAMEA2622219_1361490_12	-	290	graftmFCs2LH.aln	-	246	4.5e-52	186.2	8.1	1	1	1.2e-55	5.4e-52	185.9	8.1	6	245	10	285	8	286	0.87
SAMEA2621221_793712_8	-	354	graftmFCs2LH.aln	-	246	4.5e-52	186.2	11.7	1	1	1.3e-55	5.7e-52	185.8	11.7	5	245	36	334	33	335	0.88
